公司名称,其他非流动资产,年份,table_dir,pdf_path,html_path
苏州天准科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__苏州天准科技股份有限公司__688003__天准科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__苏州天准科技股份有限公司__688003__天准科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__苏州天准科技股份有限公司__688003__天准科技__2019年__年度报告.html
北京先进数通信息技术股份公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-12__北京先进数通信息技术股份公司__300541__先进数通__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-12__北京先进数通信息技术股份公司__300541__先进数通__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-12__北京先进数通信息技术股份公司__300541__先进数通__2021年__年度报告.html
苏州科达科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-23__苏州科达科技股份有限公司__603660__苏州科达__2020年__年度报告.html
绿盟科技集团股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-15__绿盟科技集团股份有限公司__300369__绿盟科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-15__绿盟科技集团股份有限公司__300369__绿盟科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-15__绿盟科技集团股份有限公司__300369__绿盟科技__2021年__年度报告.html
上海市天宸股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-26__上海市天宸股份有限公司__600620__天宸股份__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-26__上海市天宸股份有限公司__600620__天宸股份__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-26__上海市天宸股份有限公司__600620__天宸股份__2021年__年度报告.html
深圳市今天国际物流技术股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-19__深圳市今天国际物流技术股份有限公司__300532__今天国际__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-19__深圳市今天国际物流技术股份有限公司__300532__今天国际__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-19__深圳市今天国际物流技术股份有限公司__300532__今天国际__2021年__年度报告.html
航天时代电子技术股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-25__航天时代电子技术股份有限公司__600879__航天电子__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-25__航天时代电子技术股份有限公司__600879__航天电子__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-25__航天时代电子技术股份有限公司__600879__航天电子__2020年__年度报告.html
高伟达软件股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-12__高伟达软件股份有限公司__300465__高伟达__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-12__高伟达软件股份有限公司__300465__高伟达__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-12__高伟达软件股份有限公司__300465__高伟达__2021年__年度报告.html
第一拖拉机股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-30__第一拖拉机股份有限公司__601038__一拖股份__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-30__第一拖拉机股份有限公司__601038__一拖股份__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-30__第一拖拉机股份有限公司__601038__一拖股份__2021年__年度报告.html
武汉华中数控股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-21__武汉华中数控股份有限公司__300161__华中数控__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-21__武汉华中数控股份有限公司__300161__华中数控__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-21__武汉华中数控股份有限公司__300161__华中数控__2019年__年度报告.html
海南椰岛集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-24__海南椰岛集团股份有限公司__600238__海南椰岛__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-24__海南椰岛集团股份有限公司__600238__海南椰岛__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-24__海南椰岛集团股份有限公司__600238__海南椰岛__2020年__年度报告.html
安徽省交通规划设计研究总院股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-23__安徽省交通规划设计研究总院股份有限公司__603357__设计总院__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-23__安徽省交通规划设计研究总院股份有限公司__603357__设计总院__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-23__安徽省交通规划设计研究总院股份有限公司__603357__设计总院__2019年__年度报告.html
牧高笛户外用品股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-16__牧高笛户外用品股份有限公司__603908__牧高笛__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-16__牧高笛户外用品股份有限公司__603908__牧高笛__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-16__牧高笛户外用品股份有限公司__603908__牧高笛__2021年__年度报告.html
福然德股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-01__福然德股份有限公司__605050__福然德__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-01__福然德股份有限公司__605050__福然德__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-01__福然德股份有限公司__605050__福然德__2020年__年度报告.html
江苏江南水务股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__江苏江南水务股份有限公司__601199__江南水务__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__江苏江南水务股份有限公司__601199__江南水务__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__江苏江南水务股份有限公司__601199__江南水务__2019年__年度报告.html
深圳市方直科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-08__深圳市方直科技股份有限公司__300235__方直科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-08__深圳市方直科技股份有限公司__300235__方直科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-08__深圳市方直科技股份有限公司__300235__方直科技__2019年__年度报告.html
重庆梅安森科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-18__重庆梅安森科技股份有限公司__300275__梅安森__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-18__重庆梅安森科技股份有限公司__300275__梅安森__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-18__重庆梅安森科技股份有限公司__300275__梅安森__2019年__年度报告.html
北方联合出版传媒集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__北方联合出版传媒集团股份有限公司__601999__出版传媒__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__北方联合出版传媒集团股份有限公司__601999__出版传媒__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__北方联合出版传媒集团股份有限公司__601999__出版传媒__2019年__年度报告.html
上海市天宸股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-26__上海市天宸股份有限公司__600620__天宸股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-26__上海市天宸股份有限公司__600620__天宸股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-26__上海市天宸股份有限公司__600620__天宸股份__2020年__年度报告.html
上海克来机电自动化工程股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-23__上海克来机电自动化工程股份有限公司__603960__克来机电__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-23__上海克来机电自动化工程股份有限公司__603960__克来机电__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-23__上海克来机电自动化工程股份有限公司__603960__克来机电__2019年__年度报告.html
上海城投控股股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__上海城投控股股份有限公司__600649__城投控股__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__上海城投控股股份有限公司__600649__城投控股__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__上海城投控股股份有限公司__600649__城投控股__2019年__年度报告.html
上海金桥出口加工区开发股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-17__上海金桥出口加工区开发股份有限公司__900911__浦东金桥__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-17__上海金桥出口加工区开发股份有限公司__900911__浦东金桥__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-17__上海金桥出口加工区开发股份有限公司__900911__浦东金桥__2020年__年度报告.html
中材节能股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-29__中材节能股份有限公司__603126__中材节能__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-29__中材节能股份有限公司__603126__中材节能__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-29__中材节能股份有限公司__603126__中材节能__2020年__年度报告.html
广东乐心医疗电子股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-19__广东乐心医疗电子股份有限公司__300562__乐心医疗__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-19__广东乐心医疗电子股份有限公司__300562__乐心医疗__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-19__广东乐心医疗电子股份有限公司__300562__乐心医疗__2021年__年度报告.html
乐鑫信息科技上海股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-02-26__乐鑫信息科技上海股份有限公司__688018__乐鑫科技__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-02-26__乐鑫信息科技上海股份有限公司__688018__乐鑫科技__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-02-26__乐鑫信息科技上海股份有限公司__688018__乐鑫科技__2020年__年度报告.html
河南豫光金铅股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-02__河南豫光金铅股份有限公司__600531__豫光金铅__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-02__河南豫光金铅股份有限公司__600531__豫光金铅__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-02__河南豫光金铅股份有限公司__600531__豫光金铅__2021年__年度报告.html
力帆科技集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-10__力帆科技集团股份有限公司__601777__力帆科技__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-10__力帆科技集团股份有限公司__601777__力帆科技__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-10__力帆科技集团股份有限公司__601777__力帆科技__2020年__年度报告.html
腾达建设集团股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-16__腾达建设集团股份有限公司__600512__腾达建设__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-16__腾达建设集团股份有限公司__600512__腾达建设__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-16__腾达建设集团股份有限公司__600512__腾达建设__2020年__年度报告.html
浙江长城电工科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-02-26__浙江长城电工科技股份有限公司__603897__长城科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-02-26__浙江长城电工科技股份有限公司__603897__长城科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-02-26__浙江长城电工科技股份有限公司__603897__长城科技__2021年__年度报告.html
中铁铁龙集装箱物流股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-27__中铁铁龙集装箱物流股份有限公司__600125__铁龙物流__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-27__中铁铁龙集装箱物流股份有限公司__600125__铁龙物流__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-27__中铁铁龙集装箱物流股份有限公司__600125__铁龙物流__2019年__年度报告.html
北京光线传媒股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-19__北京光线传媒股份有限公司__300251__光线传媒__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-19__北京光线传媒股份有限公司__300251__光线传媒__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-19__北京光线传媒股份有限公司__300251__光线传媒__2020年__年度报告.html
上海开开实业股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-28__上海开开实业股份有限公司__900943__开开实业__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-28__上海开开实业股份有限公司__900943__开开实业__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-28__上海开开实业股份有限公司__900943__开开实业__2019年__年度报告.html
中科院成都信息技术股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__中科院成都信息技术股份有限公司__300678__中科信息__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__中科院成都信息技术股份有限公司__300678__中科信息__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__中科院成都信息技术股份有限公司__300678__中科信息__2019年__年度报告.html
云赛智联股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-25__云赛智联股份有限公司__600602__云赛智联__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-25__云赛智联股份有限公司__600602__云赛智联__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-25__云赛智联股份有限公司__600602__云赛智联__2019年__年度报告.html
上海浦东建设股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-31__上海浦东建设股份有限公司__600284__浦东建设__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-31__上海浦东建设股份有限公司__600284__浦东建设__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-31__上海浦东建设股份有限公司__600284__浦东建设__2019年__年度报告.html
江苏凤凰置业投资股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-26__江苏凤凰置业投资股份有限公司__600716__凤凰股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-26__江苏凤凰置业投资股份有限公司__600716__凤凰股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-26__江苏凤凰置业投资股份有限公司__600716__凤凰股份__2020年__年度报告.html
上海三毛企业集团股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-15__上海三毛企业集团股份有限公司__600689__上海三毛__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-15__上海三毛企业集团股份有限公司__600689__上海三毛__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-15__上海三毛企业集团股份有限公司__600689__上海三毛__2021年__年度报告.html
昇辉智能科技股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-17__昇辉智能科技股份有限公司__300423__昇辉科技__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-17__昇辉智能科技股份有限公司__300423__昇辉科技__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-17__昇辉智能科技股份有限公司__300423__昇辉科技__2019年__年度报告.html
江苏亿通高科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-14__江苏亿通高科技股份有限公司__300211__亿通科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-14__江苏亿通高科技股份有限公司__300211__亿通科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-14__江苏亿通高科技股份有限公司__300211__亿通科技__2021年__年度报告.html
中国巨石股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-19__中国巨石股份有限公司__600176__中国巨石__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-19__中国巨石股份有限公司__600176__中国巨石__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-19__中国巨石股份有限公司__600176__中国巨石__2021年__年度报告.html
四川天微电子股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-28__四川天微电子股份有限公司__688511__天微电子__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-28__四川天微电子股份有限公司__688511__天微电子__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-28__四川天微电子股份有限公司__688511__天微电子__2021年__年度报告.html
浙江五洲新春集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-24__浙江五洲新春集团股份有限公司__603667__五洲新春__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-24__浙江五洲新春集团股份有限公司__603667__五洲新春__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-24__浙江五洲新春集团股份有限公司__603667__五洲新春__2019年__年度报告.html
昆吾九鼎投资控股股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-15__昆吾九鼎投资控股股份有限公司__600053__九鼎投资__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-15__昆吾九鼎投资控股股份有限公司__600053__九鼎投资__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-15__昆吾九鼎投资控股股份有限公司__600053__九鼎投资__2020年__年度报告.html
安徽皖通高速公路股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-30__安徽皖通高速公路股份有限公司__600012__皖通高速__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-30__安徽皖通高速公路股份有限公司__600012__皖通高速__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-30__安徽皖通高速公路股份有限公司__600012__皖通高速__2019年__年度报告.html
江苏连云港港口股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-27__江苏连云港港口股份有限公司__601008__连云港__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-27__江苏连云港港口股份有限公司__601008__连云港__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-27__江苏连云港港口股份有限公司__601008__连云港__2019年__年度报告.html
腾达建设集团股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-20__腾达建设集团股份有限公司__600512__腾达建设__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-20__腾达建设集团股份有限公司__600512__腾达建设__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-20__腾达建设集团股份有限公司__600512__腾达建设__2019年__年度报告.html
中远海运特种运输股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-31__中远海运特种运输股份有限公司__600428__中远海特__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-31__中远海运特种运输股份有限公司__600428__中远海特__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-31__中远海运特种运输股份有限公司__600428__中远海特__2021年__年度报告.html
镇海石化工程股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__镇海石化工程股份有限公司__603637__镇海股份__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__镇海石化工程股份有限公司__603637__镇海股份__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__镇海石化工程股份有限公司__603637__镇海股份__2019年__年度报告.html
中材节能股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-30__中材节能股份有限公司__603126__中材节能__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-30__中材节能股份有限公司__603126__中材节能__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-30__中材节能股份有限公司__603126__中材节能__2019年__年度报告.html
深圳香江控股股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-14__深圳香江控股股份有限公司__600162__香江控股__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-14__深圳香江控股股份有限公司__600162__香江控股__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-14__深圳香江控股股份有限公司__600162__香江控股__2020年__年度报告.html
上海汇通能源股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-02-29__上海汇通能源股份有限公司__600605__汇通能源__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-02-29__上海汇通能源股份有限公司__600605__汇通能源__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-02-29__上海汇通能源股份有限公司__600605__汇通能源__2019年__年度报告.html
中路股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-17__中路股份有限公司__900915__中路股份__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-17__中路股份有限公司__900915__中路股份__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-17__中路股份有限公司__900915__中路股份__2020年__年度报告.html
北京龙软科技股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-03-29__北京龙软科技股份有限公司__688078__龙软科技__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-03-29__北京龙软科技股份有限公司__688078__龙软科技__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-03-29__北京龙软科技股份有限公司__688078__龙软科技__2021年__年度报告.html
深圳冰川网络股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-22__深圳冰川网络股份有限公司__300533__冰川网络__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-22__深圳冰川网络股份有限公司__300533__冰川网络__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-22__深圳冰川网络股份有限公司__300533__冰川网络__2019年__年度报告.html
江苏美思德化学股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-03-20__江苏美思德化学股份有限公司__603041__美思德__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-03-20__江苏美思德化学股份有限公司__603041__美思德__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-03-20__江苏美思德化学股份有限公司__603041__美思德__2019年__年度报告.html
宁波戴维医疗器械股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-10__宁波戴维医疗器械股份有限公司__300314__戴维医疗__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-10__宁波戴维医疗器械股份有限公司__300314__戴维医疗__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-10__宁波戴维医疗器械股份有限公司__300314__戴维医疗__2019年__年度报告.html
浙江长城电工科技股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-04-02__浙江长城电工科技股份有限公司__603897__长城科技__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-04-02__浙江长城电工科技股份有限公司__603897__长城科技__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-04-02__浙江长城电工科技股份有限公司__603897__长城科技__2020年__年度报告.html
四川英杰电气股份有限公司,,2019,/data/chengshuang/SMP2023/table_extract/alltable_merge/2020-04-17__四川英杰电气股份有限公司__300820__英杰电气__2019年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2020-04-17__四川英杰电气股份有限公司__300820__英杰电气__2019年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2020-04-17__四川英杰电气股份有限公司__300820__英杰电气__2019年__年度报告.html
北京金自天正智能控制股份有限公司,,2020,/data/chengshuang/SMP2023/table_extract/alltable_merge/2021-03-27__北京金自天正智能控制股份有限公司__600560__金自天正__2020年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2021-03-27__北京金自天正智能控制股份有限公司__600560__金自天正__2020年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2021-03-27__北京金自天正智能控制股份有限公司__600560__金自天正__2020年__年度报告.html
宁波大叶园林设备股份有限公司,,2021,/data/chengshuang/SMP2023/table_extract/alltable_merge/2022-04-19__宁波大叶园林设备股份有限公司__300879__大叶股份__2021年__年度报告,/data/chengshuang/chatglm_llm_fintech_raw_dataset/allpdf/2022-04-19__宁波大叶园林设备股份有限公司__300879__大叶股份__2021年__年度报告.pdf,/data/chengshuang/SMP2023/table_extract/html_result_new/2022-04-19__宁波大叶园林设备股份有限公司__300879__大叶股份__2021年__年度报告.html
